CommitHash,CommitSituation,CountClassCoupled,PercentLackOfCohesion,PercentLackOfCohesionModified,Cyclomatic,CountLineCode,CountLineComment
7ef3eb4a21bf59d9f772c2bc94731cf1e685740a,Previous commit,12.0,23.0,21.0,11.0,14836.0,4157.0
b53baa25cba7b2fd295eb47266580d43450b40b2,Current commit,12.0,23.0,21.0,11.0,14951.0,4173.0
21662c03e39b3e673df2f17a9baa323da96a8454,Previous commit,12.0,23.0,21.0,11.0,14951.0,4173.0
47d5b2586bd383e1d5b338d56a2b3dde3a7470f4,Current commit,12.0,22.0,20.0,10.0,15482.0,4167.0
482581f574ffc583d490805b3a139cdd96a4fbee,Previous commit,12.0,22.0,20.0,10.0,15482.0,4167.0
b3352ae657592882ff1652451b2d9ac3505fb29a,Current commit,12.0,22.0,20.0,10.0,15488.0,4167.0
44af4f5efdbc5dc63d2f8cdd9dc150341b731ac4,Previous commit,12.0,22.0,20.0,10.0,15488.0,4167.0
1ba8f3170bac1f4577fdbad000d5f438f09bd80a,Current commit,12.0,22.0,20.0,10.0,15582.0,4175.0
15a5d9f5e87a3f7b414564df6f5c9e3dfe481b0c,Previous commit,12.0,22.0,20.0,10.0,15582.0,4175.0
38d32b8e0e59c3699c18d05ed40c4f97d7c4f8e4,Current commit,12.0,22.0,20.0,10.0,15514.0,4167.0
ebb4f2dc08acf20f052fc7ff4e55d7183f8705f7,Previous commit,12.0,22.0,20.0,10.0,15514.0,4167.0
b899d9ad85ea6c2867a7b69034ca597ffabdb8cd,Current commit,12.0,22.0,20.0,10.0,15597.0,4174.0
3b5339102c34aa73d76966ce2cf92747888f0156,Previous commit,12.0,22.0,20.0,10.0,15597.0,4174.0
f2ed668c2c1a322edfda29bd938324f1ffa96e33,Current commit,14.0,28.0,24.0,12.0,6785,2551
e882b137b3c4e1aa6fec02332473625dfce7ddd1,Previous commit,13.0,27.0,23.0,12.0,5520,2210
f9efe168d92b19983ecc9d16c36403d8e032af55,Current commit,13.0,27.0,24.0,13.0,10909.0,3451.0
6ec08ad8852188c7b92beb50e40f8e9c38316a6b,Previous commit,13.0,27.0,24.0,13.0,10909.0,3451.0
7f6145d8faead72a999d69f9bed36d601b193508,Current commit,12.0,23.0,21.0,11.0,13851.0,3977.0
4d1f9cc3014a408378f7942a13ed74b5e6329b5a,Previous commit,12.0,23.0,21.0,11.0,13851.0,3977.0
5b87b4462dcda0de7e24507c0d1c6c654505f183,Current commit,12.0,22.0,20.0,10.0,15482.0,4167.0
e314e38bd023c2ed3df271f732a72f724e81ee98,Previous commit,12.0,22.0,20.0,10.0,15482.0,4167.0
3e5566c2316e7c14245101a48440df9754224631,Current commit,12.0,22.0,20.0,10.0,14992.0,4179.0
1238f26879695031573be82efc133fed84e66c0b,Previous commit,12.0,23.0,21.0,10.0,15078.0,4166.0
44af4f5efdbc5dc63d2f8cdd9dc150341b731ac4,Current commit,12.0,22.0,20.0,10.0,15488.0,4167.0
bc3ccc7a051b4c2eabb05972829ec11dcca0ec67,Previous commit,12.0,22.0,20.0,10.0,15488.0,4167.0
595199a20193c71f18783c81b5d0949a06668224,Current commit,14.0,30.0,26.0,13.0,7763,2634
ca87835ac51ffa67278cfee342d3bfbbc1fa36eb,Previous commit,14.0,30.0,26.0,13.0,7788,2633
98ca1ec16a0f4490f786a43f24cbd55f3d17d8d0,Current commit,14.0,29.0,26.0,13.0,8241,2761
498c09f58c8a7e9ee84e3cfe0bd3ec54cfa85920,Previous commit,14.0,29.0,26.0,13.0,8241,2761
75eb09228653f805f90c753b244607cbb38774f3,Current commit,13.0,31.0,27.0,14.0,9221,2939
c16fc54f2a58cd5c5e82e944fcf4452e7c6a0746,Previous commit,13.0,31.0,27.0,14.0,9221,2939
ebf86b4567dfec37c9e21a4491ff7ca27a77d0c9,Current commit,14.0,31.0,27.0,14.0,9340,2995
29eb6cbfc49848a26493845fc69f54088d5a1617,Previous commit,14.0,31.0,27.0,14.0,9340,2995
84de2a20c937ae6460bee00ee28381b02d588831,Current commit,14.0,31.0,27.0,14.0,9395,3023
a72171e458675d06f2f1375be2c54c82bd16132d,Previous commit,14.0,31.0,27.0,14.0,9395,3023
7a5a02f080dc828ea5f5c6e3889709d1d7181798,Current commit,13.0,27.0,25.0,13.0,10776.0,3425.0
781ebe9f72d1e34dc70d1f8bc266bc7b850f53fc,Previous commit,13.0,27.0,25.0,13.0,10776.0,3425.0
27e4bf3240daaed635af38233c930e926aab18c3,Current commit,13.0,27.0,25.0,13.0,10776.0,3425.0
7a5a02f080dc828ea5f5c6e3889709d1d7181798,Previous commit,13.0,27.0,25.0,13.0,10776.0,3425.0
5a1c1f61483fcfd4ebe09daae09f00963b169d6a,Current commit,12.0,23.0,21.0,11.0,14828.0,4157.0
